epoch,step,mode,vision_mse,vision_lpips,action_mse
0,5000,vision_drop,0.064714,0.000000,0.000242
0,5000,both,0.067279,0.000000,0.004059
0,5000,action_drop,0.066197,0.000000,0.036509
0,5000,vision_drop,0.067752,0.000000,0.000343
0,5000,both,0.061666,0.000000,0.004350
0,5000,action_drop,0.060419,0.000000,0.043495
0,5000,vision_drop,0.062142,0.000000,0.000343
0,5000,both,0.068922,0.000000,0.003910
0,5000,action_drop,0.067720,0.000000,0.039837
0,5000,vision_drop,0.069316,0.000000,0.000261
0,5000,both,0.066608,0.000000,0.004665
0,5000,action_drop,0.065413,0.000000,0.043637
0,5000,vision_drop,0.067055,0.000000,0.000529
1,9590,both,0.069200,0.000000,0.000623
1,9590,action_drop,0.068902,0.000000,0.016533
1,9590,vision_drop,0.069215,0.000000,0.000130
1,9590,both,0.067592,0.000000,0.000513
1,9590,action_drop,0.067182,0.000000,0.015927
1,9590,vision_drop,0.067589,0.000000,0.000092
1,9590,both,0.066337,0.000000,0.000821
1,9590,action_drop,0.065822,0.000000,0.011603
1,9590,vision_drop,0.066415,0.000000,0.000072
1,9590,both,0.064255,0.000000,0.000506
1,9590,action_drop,0.063971,0.000000,0.011902
1,9590,vision_drop,0.064287,0.000000,0.000115
1,9590,both,0.067304,0.000000,0.000714
1,9590,action_drop,0.067048,0.000000,0.016193
1,9590,vision_drop,0.067310,0.000000,0.000138
1,9590,both,0.065013,0.000000,0.000556
1,9590,action_drop,0.064759,0.000000,0.015791
1,9590,vision_drop,0.065057,0.000000,0.000108
1,9590,both,0.066699,0.000000,0.000546
1,9590,action_drop,0.066397,0.000000,0.015350
1,9590,vision_drop,0.066698,0.000000,0.000123
1,9590,both,0.069311,0.000000,0.000702
1,9590,action_drop,0.068877,0.000000,0.017459
1,9590,vision_drop,0.069347,0.000000,0.000095
1,10000,both,0.059186,0.000000,0.001248
1,10000,action_drop,0.058828,0.000000,0.018535
1,10000,vision_drop,0.059289,0.000000,0.000093
1,10000,both,0.069019,0.000000,0.001102
1,10000,action_drop,0.068697,0.000000,0.015588
1,10000,vision_drop,0.069127,0.000000,0.000082
1,10000,both,0.067264,0.000000,0.001018
1,10000,action_drop,0.066764,0.000000,0.011316
1,10000,vision_drop,0.067409,0.000000,0.000063
1,10000,both,0.061851,0.000000,0.001256
1,10000,action_drop,0.061540,0.000000,0.012909
1,10000,vision_drop,0.061953,0.000000,0.000078
1,10000,both,0.063088,0.000000,0.001284
1,10000,action_drop,0.062681,0.000000,0.017423
1,10000,vision_drop,0.063181,0.000000,0.000085
1,10000,both,0.070071,0.000000,0.001265
1,10000,action_drop,0.069842,0.000000,0.019982
1,10000,vision_drop,0.070173,0.000000,0.000116
1,10000,both,0.061680,0.000000,0.000843
1,10000,action_drop,0.061236,0.000000,0.012336
1,10000,vision_drop,0.061738,0.000000,0.000059
1,10000,both,0.068603,0.000000,0.001355
1,10000,action_drop,0.068310,0.000000,0.017607
1,10000,vision_drop,0.068693,0.000000,0.000090
1,15000,both,0.064657,0.000000,0.000536
1,15000,action_drop,0.064685,0.000000,0.021183
1,15000,vision_drop,0.064649,0.000000,0.000087
1,15000,both,0.067952,0.000000,0.000472
1,15000,action_drop,0.067827,0.000000,0.018286
1,15000,vision_drop,0.067968,0.000000,0.000059
1,15000,both,0.063031,0.000000,0.000441
1,15000,action_drop,0.062943,0.000000,0.016742
1,15000,vision_drop,0.063028,0.000000,0.000069
1,15000,both,0.069813,0.000000,0.000293
1,15000,action_drop,0.069678,0.000000,0.013496
1,15000,vision_drop,0.069784,0.000000,0.000053
1,15000,both,0.059989,0.000000,0.000434
1,15000,action_drop,0.059772,0.000000,0.016528
1,15000,vision_drop,0.059988,0.000000,0.000074
1,15000,both,0.063646,0.000000,0.000352
1,15000,action_drop,0.063521,0.000000,0.014916
1,15000,vision_drop,0.063609,0.000000,0.000051
1,15000,both,0.064449,0.000000,0.000461
1,15000,action_drop,0.064300,0.000000,0.018046
1,15000,vision_drop,0.064449,0.000000,0.000083
1,15000,both,0.062578,0.000000,0.000393
1,15000,action_drop,0.062388,0.000000,0.012519
1,15000,vision_drop,0.062574,0.000000,0.000034
2,19180,both,0.066018,0.000000,0.000316
2,19180,action_drop,0.066165,0.000000,0.013085
2,19180,vision_drop,0.065993,0.000000,0.000044
2,19180,both,0.059803,0.000000,0.000300
2,19180,action_drop,0.059749,0.000000,0.017700
2,19180,vision_drop,0.059766,0.000000,0.000067
2,19180,both,0.062871,0.000000,0.000427
2,19180,action_drop,0.062780,0.000000,0.019020
2,19180,vision_drop,0.062856,0.000000,0.000050
2,19180,both,0.063816,0.000000,0.000386
2,19180,action_drop,0.063882,0.000000,0.017529
2,19180,vision_drop,0.063795,0.000000,0.000067
2,19180,both,0.063771,0.000000,0.000364
2,19180,action_drop,0.063910,0.000000,0.018147
2,19180,vision_drop,0.063765,0.000000,0.000053
2,19180,both,0.062279,0.000000,0.000359
2,19180,action_drop,0.062383,0.000000,0.016539
2,19180,vision_drop,0.062235,0.000000,0.000065
2,19180,both,0.060722,0.000000,0.000425
2,19180,action_drop,0.060676,0.000000,0.021246
2,19180,vision_drop,0.060708,0.000000,0.000071
2,19180,both,0.059504,0.000000,0.000343
2,19180,action_drop,0.059589,0.000000,0.017959
2,19180,vision_drop,0.059473,0.000000,0.000047
2,20000,both,0.062170,0.000000,0.000416
2,20000,action_drop,0.062276,0.000000,0.018783
2,20000,vision_drop,0.062159,0.000000,0.000054
2,20000,both,0.062081,0.000000,0.000297
2,20000,action_drop,0.062057,0.000000,0.012486
2,20000,vision_drop,0.062067,0.000000,0.000033
2,20000,both,0.060122,0.000000,0.000372
2,20000,action_drop,0.060252,0.000000,0.016310
2,20000,vision_drop,0.060126,0.000000,0.000049
2,20000,both,0.062031,0.000000,0.000273
2,20000,action_drop,0.062212,0.000000,0.014595
2,20000,vision_drop,0.061958,0.000000,0.000032
2,20000,both,0.063816,0.000000,0.000443
2,20000,action_drop,0.063970,0.000000,0.020915
2,20000,vision_drop,0.063772,0.000000,0.000091
2,20000,both,0.059483,0.000000,0.000412
2,20000,action_drop,0.059605,0.000000,0.017334
2,20000,vision_drop,0.059467,0.000000,0.000059
2,20000,both,0.065394,0.000000,0.000423
2,20000,action_drop,0.065473,0.000000,0.020221
2,20000,vision_drop,0.065373,0.000000,0.000066
2,20000,both,0.064636,0.000000,0.000308
